Comment,Link,Name,Rating,Reviews Count,Speciality
"On 9/24/2016 at around 11:30 am, I came to this doctor's clinic. I then had the worst experience from his staff after I tried to complain for having been advised ea... Read more",ratemds.com/doctor-ratings/204710/Dr-Laurence-Hogstrom-Chicago-IL.html,Dr. Laurence Hogstrom,2.85,5,Internist / Geriatrician
"Refuses to get back to patients except by e-mail even if serious concern. Confuses the questions and gets angry with the patient if asks to be accountable. Also, d... Read more",ratemds.com/doctor-ratings/945566/Dr-David+K.-Edelberg-CHICAGO-IL.html,Dr. David K. Edelberg,3.25,3,Internist / Geriatrician
"After 4 doctors, he was the one who found my cancer. He saved my life",ratemds.com/doctor-ratings/404684/Dr-David+A.-Brandt-Chicago-IL.html,Dr. David A. Brandt,4.75,1,Internist / Geriatrician
She is very compassionate and knowledgeable. She also speaks some Spanish.,ratemds.com/doctor-ratings/623330/Dr-Shellie+N.-Williams-Chicago-IL.html,Dr. Shellie N. Williams,4.75,1,Internist / Geriatrician
"Dr. Slott is very personable & compassionate. He answers the phone himself, so if you call, you are directly speaking to him! He spends enough time w/each patient to... Read more",ratemds.com/doctor-ratings/153762/Dr-Robert+I.-Slott-Chicago-IL.html,Dr. Robert I. Slott,4.75,1,Internist / Geriatrician
I had EVLT and he was very good. I would recommend him to everyone.,ratemds.com/doctor-ratings/125999/Dr-Harold-Jaimes-Chicago-IL.html,Dr. Harold Jaimes,4.88,2,Internist / Geriatrician
Dr. Cudahy is kind and understanding and puts the patient at ease.,ratemds.com/doctor-ratings/124874/Dr-Janet-Cudahy-Chicago-IL.html,Dr. Janet Cudahy,4.75,2,Internist / Geriatrician
He gets to the root of your problem,ratemds.com/doctor-ratings/204648/Dr-Arnold+L.-Levin-CHICAGO-IL.html,Dr. Arnold L. Levin,4.75,1,Internist / Geriatrician
"Have been seeing Dr. Ekpenyong for at least 5 years, she discusses concerns clearly and takes action. Want to keep her as my permanent physician. I hate waiting and ... Read more",ratemds.com/doctor-ratings/35622/Dr-Andem+E.-Ekpenyong-Chicago-IL.html,Dr. Andem E. Ekpenyong,4.88,2,Internist / Geriatrician
I've seen Dr. Cromwell for the last 5 years and have had nothing but good experiences with her. She always takes the time to answer my questions and has never made m... Read more,ratemds.com/doctor-ratings/1040062/Dr-Alison-Cromwell-Chicago-IL.html,Dr. Alison Cromwell,4.75,1,Internist / Geriatrician
Dr. James Cohn has been my primary and go-to doctor for 15 years. Ditto for my wife. We have both have had health issues in the past and he never missed the dx. Spen... Read more,ratemds.com/doctor-ratings/479236/Dr-James+H.-Cohn-Chicago-IL.html,Dr. James H. Cohn,4.75,1,Internist / Geriatrician
The Doctor and his staff were super friendly.,ratemds.com/doctor-ratings/405378/Dr-Tom-Klein-Chicago-IL.html,Dr. Tom Klein,4.75,1,Internist / Geriatrician
"Dr. Shreenivas was extremely understanding of my unique circumstances, not only with my health, but also with my life situations. He took the time to follow up with... Read more",ratemds.com/doctor-ratings/603755/Dr-Bindiganavle+G.-Shreenivas-Chicago-IL.html,Dr. Bindiganavle G. Shreenivas,4.75,1,Internist / Geriatrician
Excellent physician! Very knowledgeable. Exceptionally kind to patients. Answers questions and even emails.,ratemds.com/doctor-ratings/623323/Dr-Jack+C.-Olson-Chicago-IL.html,Dr. Jack C. Olson,4.75,1,Internist / Geriatrician
"Very attentive, empathetic, listens to problems, quick to respond to prescription fills. Very happy!",ratemds.com/doctor-ratings/3288714/Dr-JORDANA-FRIEDMAN-Chicago-IL.html,Dr. Jordana Friedman,4.75,1,Internist / Geriatrician
"Very kind and professional, staff seemed very sincere about resolving personal medical issues. She was very patient and courteous, seemed very well versed with women... Read more",ratemds.com/doctor-ratings/3566125/Dr-MOJGAN-MAHMOODISOHI-CHICAGO-IL.html,Dr. Mojgan Mahmoodisohi,4.75,1,Internist / Geriatrician
Awesome doctor he cares an he listens real sweetheart,ratemds.com/doctor-ratings/3583579/Dr-SUMEET-BHAVSAR-CHICAGO-IL.html,Dr. Sumeet Bhavsar,4.75,1,Internist / Geriatrician
"Ridiculously nice, brilliant young doctor. I started seeing him when he was in his internship at the University of Chicago, and he's one of the best primaries I've e... Read more",ratemds.com/doctor-ratings/3231797/Dr-KRISHNA-RAGHAVAN-Chicago-IL.html,Dr. Krishna Raghavan,4.75,1,Internist / Geriatrician
Dr S is awesome he cares about you and your health,ratemds.com/doctor-ratings/3164534/Dr-ALEXANDER+N.-SHOUSHTARI-Chicago-IL.html,Dr. Alexander N. Shoushtari,4.75,1,Internist / Geriatrician
"Really intelligent, attentive, easy to reach and easy to talk to, keeps up well with my treatments in other departments. Only problem: in the 2.5 years he's been my ... Read more",ratemds.com/doctor-ratings/3236604/Dr-Caspian+K.-Folmsbee-Chicago-IL.html,Dr. Caspian K. Folmsbee,4.75,1,Internist / Geriatrician
Outstanding service for over seven years. i just love her. She can do no wrong. Thank you for the service you give to all.,ratemds.com/doctor-ratings/3293646/Dr-DANUTA-KOWALSKI-Chicago-IL.html,Dr. Danuta Kowalski,4.75,1,Internist / Geriatrician
"Exteremely helpful, patient and thorough. I have unfortunately seen a lot of doctors and Dr Samuels is one of the best I have seen. He listens, takes time to be su... Read more",ratemds.com/doctor-ratings/3161354/Dr-JORDAN-SAMUELS-Chicago-IL.html,Dr. Jordan Samuels,4.75,1,Internist / Geriatrician
Very friendly and takes time to ask many questions to filter out potential illness or problem. Never hesitant to refer you to a specialist if necessary.,ratemds.com/doctor-ratings/840223/Dr-Nahid-Alavi-Chicago-IL.html,Dr. Nahid Alavi,4.75,1,Internist / Geriatrician
"I have been going to Dr. Sorce for 3 years now. She was recommended by a coworker. Dr. Sorce is polite, pleasant and professional. Her manner put me at ease immediat... Read more",ratemds.com/doctor-ratings/2289499/Dr-TRACY+B.-SORCE-Chicago-IL.html,Dr. Tracy B. Sorce,4.75,1,Internist / Geriatrician
Dr Flamm is a very good doctor. He has a very positive attitude. His nurses are also very informative and helpful with any questions you may have. I highly recommend... Read more,ratemds.com/doctor-ratings/896485/Dr-Steven-Flamm-Chicago-IL.html,Dr. Steven Flamm,4.75,1,Internist / Geriatrician
I found Dr Palumbo to be a great doctor. She is very sweet and good at what she does. I would refer her to everyone.,ratemds.com/doctor-ratings/201576/Dr-Linda+A.-Palumbo-Chicago-IL.html,Dr. Linda A. Palumbo,3.63,2,Internist / Geriatrician
"Extremely slow seeing patients, had to wait a few hours AFTER my scheduled appointment. Would prefer to see someone else.",ratemds.com/doctor-ratings/39621/Dr-Clement+S.-Rose-Chicago-IL.html,Dr. Clement S. Rose,3,3,Internist / Geriatrician
Not good doctor. I would not recommend anyone. Nice staff though. ,ratemds.com/doctor-ratings/3382379/Dr-YOUSEF+K.-KAID-Chicago-IL.html,Dr. Yousef K. Kaid,3.63,2,Internist / Geriatrician
don't answer phones at office or return phone calls...many mix ups....she is very nice but am sad there isn't more efficiency. don't know why?,ratemds.com/doctor-ratings/200708/Dr-Margaret+I.-Dauphin-Van+Dyk-Chicago-IL.html,Dr. Margaret I. Dauphin-Van Dyk,3.17,3,Internist / Geriatrician
"I am a former pleased patient..while I was perfectly healthy. However, once I developed several chronic symptoms March 2010 (joint pain, low iron levels, headaches, ... Read more",ratemds.com/doctor-ratings/24098/Dr-Kimbra-Bell-Chicago-IL.html,Dr. Kimbra Bell,3.24,5,Internist / Geriatrician
This was my 2nd time seeing Dr. Barrett. My dotor unfortunately is retiring and was directed to this one. The first time I was in one of the rooms in waiting for him... Read more,ratemds.com/doctor-ratings/835/Dr-James+Thomas-Barrett-Chicago-IL.html,Dr. James Thomas Barrett,3.27,6,Internist / Geriatrician
"Very impressed with how knowedgable, thorough and truly concerned with her patients she is. Highly recommend her.",ratemds.com/doctor-ratings/164263/Dr-Catherine-Glunz-Chicago-IL.html,Dr. Catherine Glunz,3.5,2,Internist / Geriatrician
Gave me the right medication since the er decided to give me the wrong diagnosis ,ratemds.com/doctor-ratings/171692/Dr-Demetrios+J.-Giokaris-Chicago-IL.html,Dr. Demetrios J. Giokaris,3.5,2,Internist / Geriatrician
"A great doctor.She has helped so much. A great clinical doctor.She basically saved my life after visits to 8 other mds, i got the correct diagnosis",ratemds.com/doctor-ratings/473600/Dr-Maria+E.-Rivera-Chicago-IL.html,Dr. Maria E. Rivera,3.5,2,Internist / Geriatrician
The doctor was well qualified and incredibly helpful. I was placed in my room quickly and seen on time. The desk staff was helpful and made me feel very welcome in ... Read more,ratemds.com/doctor-ratings/472569/Dr-Edmund+W.-Vizinas-Chicago-IL.html,Dr. Edmund W. Vizinas,3.5,2,Internist / Geriatrician
Dr. Gallagher was nice at first. He helped my wife through a very tough time medically. He doesn't really know what he is doing. He helped her and then he fired us a... Read more,ratemds.com/doctor-ratings/3547429/Dr-PATRICK+J.-GALLAGHER-CHICAGO-IL.html,Dr. Patrick J. Gallagher,3.5,2,Internist / Geriatrician
"not a very nice human at all, and laughs about patients conditions",ratemds.com/doctor-ratings/3672077/Dr-NIROSUTHAN-RAJASINGAM-CHICAGO-IL.html,Dr. Nirosuthan Rajasingam,3.5,2,Internist / Geriatrician
I've been going to him for years. Gives me all the time I need to question and understand my problems.,ratemds.com/doctor-ratings/191134/Dr-Martin-Lindenberger-Chicago-IL.html,Dr. Martin Lindenberger,3.5,2,Internist / Geriatrician
"While waiting an incredible amount of time, I actually started dusting the office, which was filthy. His manner is cool (rather than warm), he doesn't seem to care ... Read more",ratemds.com/doctor-ratings/190896/Dr-David-Baker-Chicago-IL.html,Dr. David Baker,3.5,2,Internist / Geriatrician
"Dr us kind of good but staff are rude especially they do not answer the phone
",ratemds.com/doctor-ratings/106836/Dr-Mai+T.-Phan-RESEDA-CA.html,Dr. Mai T. Phan,3,4,Internist / Geriatrician
I so appreciate Dr Hines-Mays..She has really made my heath journey much better. I feel very comfortable with her in comparison to other Doctors I’ve seen. I like th... Read more,ratemds.com/doctor-ratings/3291977/Dr-CRYSTAL+D.-HINES-MAYS-Chicago-IL.html,Dr. Crystal D. Hines-Mays,3.08,3,Internist / Geriatrician
"One of the most sincere, honest, and caring MD's I have ever met.",ratemds.com/doctor-ratings/864780/Dr-Carole+L.-Warshaw-Chicago-IL.html,Dr. Carole L. Warshaw,4.5,1,Internist / Geriatrician
"Been going to Dr. Pearson for over 20 years and I would not go to any other doctor unless in an emergency situation. She is very sincere, caring,and spends time wit... Read more",ratemds.com/doctor-ratings/200671/Dr-Marilyn+G.-Pearson-Chicago-IL.html,Dr. Marilyn G. Pearson,4.5,1,Internist / Geriatrician
Dr. Lawler takes the time to listen to everything you have to say before making a diagnoses. He explains the situation and he includes you in the decision making pr... Read more,ratemds.com/doctor-ratings/403777/Dr-Charles-Lawler-Chicago-IL.html,Dr. Charles Lawler,4.5,1,Internist / Geriatrician
Best doctor ever! So nice and explains EVERYTHING!,ratemds.com/doctor-ratings/603436/Dr-Mark-Gunther-Chicago-IL.html,Dr. Mark Gunther,4.5,1,Internist / Geriatrician
The best dr. I have ever attended with deep knowledge and urge to solve whatever issue I am bringing,ratemds.com/doctor-ratings/3267150/Dr-NICOLE+D.-KING-Chicago-IL.html,Dr. Nicole D. King,4.5,1,Internist / Geriatrician
"Dr. Pincavage is a very thorough physician who examined me, diagnosed me and began treatment for my diagnosis on the first visit! She spent ample time with me at tha... Read more",ratemds.com/doctor-ratings/3061701/Dr-AMBER+T.-PINCAVAGE-Chicago-IL.html,Dr. Amber T. Pincavage,4.5,1,Internist / Geriatrician
Dr. Fairweather has an excellent bedside manner and was very concerned during my visit. He asked and answered questions and made sure I understood what he was talki... Read more,ratemds.com/doctor-ratings/3217622/Dr-MORGAN+G.-FAIRWEATHER-Chicago-IL.html,Dr. Morgan G. Fairweather,4.5,1,Internist / Geriatrician
"Punctuality and staff are not why I see doctors. I don't really care if the doctor is running behind -- that is often the fault of patients, just as much as the doc... Read more",ratemds.com/doctor-ratings/2614723/Dr-DONALD-MASSENBURG-Chicago-IL.html,Dr. Donald Massenburg,4.5,1,Internist / Geriatrician
"Dr. Saqueton is the best doctor I've had, patient and always willing to help. He is so friendly, and always with a smile.",ratemds.com/doctor-ratings/2591629/Dr-ROBERT+J.-SAQUETON-Chicago-IL.html,Dr. Robert J. Saqueton,4.5,1,Internist / Geriatrician
"Over 30 years, Dr. Feldman has accurately diagnosed literally dozens of illnesses, and kept me happily alive. His kind advice blends Western and alternative medicine... Read more",ratemds.com/doctor-ratings/183970/Dr-Sidney-Feldman-CHICAGO-IL.html,Dr. Sidney Feldman,4.5,1,Internist / Geriatrician
very efficent cardiologist with human heart and holistic aproach towards all.,ratemds.com/doctor-ratings/208376/Dr-Vijay+H.-Vohra-Chicago-IL.html,Dr. Vijay H. Vohra,4.5,1,Internist / Geriatrician
"Dr. Emily listens...she believes in patient participation in care and treatment decissions. she told me that the patient knows themselves better than anyone else, a... Read more",ratemds.com/doctor-ratings/404856/Dr-Emily+G.-Lindner-Chicago-IL.html,Dr. Emily G. Lindner,4.5,1,Internist / Geriatrician
"I thought Dr. Kandula was really nice and genuinely concerned about my health and well-being. If only I could go back to her... Alas, I have switched insurance comp... Read more",ratemds.com/doctor-ratings/475881/Dr-Aruna-Kandula-Chicago-IL.html,Dr. Aruna Kandula,4.5,1,Internist / Geriatrician
"Dr. Blacker is a wonderful, kind, caring, brilliant doctor! Highly recommend!",ratemds.com/doctor-ratings/478591/Dr-Bruce+A.-Blacker-Chicago-IL.html,Dr. Bruce A. Blacker,4.5,1,Internist / Geriatrician
"I was due to have surgery, I did everything possible. Blood work several times, also same blood work done with the surgeon. Had to change the date of the surgery and... Read more",ratemds.com/doctor-ratings/3509497/Dr-ANNA-NOWOBILSKA-Oak+Lawn-IL.html,Dr. Anna Nowobilska,2.43,7,Internist / Geriatrician
"Poor bedside manner, is all about the upsell of buying into additional programs, acupuncture and vitamins that she sells. And good luck getting your medical files if... Read more",ratemds.com/doctor-ratings/173252/Dr-Theri+G.-Raby-CHICAGO-IL.html,Dr. Theri G. Raby,2.34,8,Internist / Geriatrician
Cold and rude. Has not been very helpful when contacted.,ratemds.com/doctor-ratings/196285/Dr-Amy+E.-Odgers-Chicago-IL.html,Dr. Amy E. Odgers,3,3,Internist / Geriatrician
"He is a terrible doctor. He cares only about money, not patient health. He never returns phone calls. He couldn’t make a right diagnosis after sending me to 12 diffe... Read more",ratemds.com/doctor-ratings/865227/Dr-Scott+J.-Cotler-Chicago-IL.html,Dr. Scott J. Cotler,2.5,6,Internist / Geriatrician
"Thought he was ignorant and condescending. Treated me like a number not a person.
",ratemds.com/doctor-ratings/3220070/Dr-CHIJOKE+H.-ONYENWENYI-Chicago-IL.html,Dr. Chijoke H. Onyenwenyi,3.38,2,Internist / Geriatrician
"Doctor's staff is negligent and useless. Took blood test, however staff misplaced the entire blood taken. had to retake mutiple tests. Irresponsible Staff is hopeles... Read more",ratemds.com/doctor-ratings/153228/Dr-Datta-Sambare-CHICAGO-IL.html,Dr. Datta Sambare,3.38,2,Internist / Geriatrician
Was my first visit to see Lavery and felt very rushed. He asked why I came to see him and I said it's been over 5 years since my last physical and I just got insuran... Read more,ratemds.com/doctor-ratings/944274/Dr-Brian+P.-Lavery-CHICAGO-IL.html,Dr. Brian P. Lavery,3.38,2,Internist / Geriatrician
"I have no confidence in this doctor. He asked me my symptoms and while I was talking, he was inputting the information into a software program (I assumed) as he the... Read more",ratemds.com/doctor-ratings/125113/Dr-Steven+M.-Witzel-Mundelein-IL.html,Dr. Steven M. Witzel,3.1,5,Internist / Geriatrician
"Very knowledgeable, moderately attentive, office staff regularly screw up prescription requests and the processing of primary insurance and secondary insurance when ... Read more",ratemds.com/doctor-ratings/203959/Dr-Jeffrey+David-Kopin-Chicago-IL.html,Dr. Jeffrey David Kopin,4.25,1,Internist / Geriatrician
"dr. vargas was very knowledgeable,helpful,and nice overall the best DOC i ever had. miss him much.",ratemds.com/doctor-ratings/2526608/Dr-SERGIO-VARGAS-Chicago-IL.html,Dr. Sergio Vargas,4.25,1,Internist / Geriatrician
"Dr. Karides kept my 83 year-old father going for 2+ years with MDS + AML. Karides WAS compassionate, caring, at one point to tears. very knowledgable. Fought hard to... Read more",ratemds.com/doctor-ratings/38075/Dr-Mark-Karides-Chicago-IL.html,Dr. Mark Karides,3.13,2,Internist / Geriatrician
Dr. Bowser has been my doctor for over 10 years. His office is very busy. Always has been. When I visit I usually have a list of questions that we plow through after... Read more,ratemds.com/doctor-ratings/18421/Dr-Robert+L.-Bowser-Chicago-IL.html,Dr. Robert L. Bowser,3.44,4,Internist / Geriatrician
Dr. Kalember had a wonderful bedside manner and listened to me without rushing me which I appreciated. She was very thorough and I didn't have to wait very long. Ove... Read more,ratemds.com/doctor-ratings/3173061/Dr-CAROLINE-KALEMBER-Chicago-IL.html,Dr. Caroline Kalember,3.25,2,Internist / Geriatrician
"Dr. Nekomoto is one of the best physician's I have dealt with in years. He is very deligent, personable, extremely knowledgable and very caring, which you just don't... Read more",ratemds.com/doctor-ratings/603105/Dr-Jeffrey+S.-Nekomoto-Chicago-IL.html,Dr. Jeffrey S. Nekomoto,3.25,2,Internist / Geriatrician
He has been my primary care physician for many years. Excellent experience always. Highly recommended.,ratemds.com/doctor-ratings/3283375/Dr-DANIEL+M.-DERMAN-Chicago-IL.html,Dr. Daniel M. Derman,3.25,2,Internist / Geriatrician
"IF NOT FOR DR. RUSTUM I WOULD BE VERY SICK HE FOUND OUT I HAD A PROBLEM THAT A DOCTOR I HAD FOR YEARS NEVER FOUND, IF NOT FOR DR. RUSTUM I MIGHT NOT BE HERE TO ENJOY... Read more",ratemds.com/doctor-ratings/191558/Dr-Amer-Rustum-Chicago-IL.html,Dr. Amer Rustum,3.25,2,Internist / Geriatrician
This doctor has the worst personality I have ever met.,ratemds.com/doctor-ratings/3280874/Dr-CATHIE-GANTNER-OVERMYER-Chicago-IL.html,Dr. Cathie Gantner-Overmyer,3.13,2,Internist / Geriatrician
"Dr. Sirinian took care of my mother over the past year. At first she seemed like a caring, smart doctor. However the more I got to know her, the more disorganized an... Read more",ratemds.com/doctor-ratings/742427/Dr-Erenee-Sirinian-Chicago-IL.html,Dr. Erenee Sirinian,3.13,2,Internist / Geriatrician
"Dr Buelher was my doctor for over 20 years. He is a great doctor. He is very experienced and knowledeable and no-nonsense. Unfortunately, he is Retired now and tea... Read more",ratemds.com/doctor-ratings/126082/Dr-John+H.-Buehler-CHICAGO-IL.html,Dr. John H. Buehler,2.75,3,Internist / Geriatrician
"Even though I had to wait, I feel it was worth the wait.",ratemds.com/doctor-ratings/603096/Dr-Rudyard+U.-Smith-Chicago-IL.html,Dr. Rudyard U. Smith,3.13,2,Internist / Geriatrician
had very good expierence seing dr.S .Lal.Always explain test results and analize a plan of treatment.Very punctual.,ratemds.com/doctor-ratings/477728/Dr-Surender-Lal-Chicago-IL.html,Dr. Surender Lal,3.13,2,Internist / Geriatrician
"Good bedside manner, friendly, seemed patient but was trying to prescribe a medication that would've interfered with my drug allergies.",ratemds.com/doctor-ratings/3215475/Dr-AAKASH-DESAI-CHICAGO-IL.html,Dr. Aakash Desai,3.13,2,Internist / Geriatrician
Something fishy is going on with their billing... I was asked to pay the whole balance in full out of my pocket after the office charged my insurance and immediately... Read more,ratemds.com/doctor-ratings/474524/Dr-Marina-Amusin-Chicago-IL.html,Dr. Marina Amusin,3.13,2,Internist / Geriatrician
It did help me in the past but last time misdiagnosed me. I understand that doctors cannot know all symptoms but there are books to read and find out.,ratemds.com/doctor-ratings/3320101/Dr-TATJANA-GUZINA-Chicago-IL.html,Dr. Tatjana Guzina,4,1,Internist / Geriatrician
"Keeps patients in the hospital way too long, predisposing patients to more complications.",ratemds.com/doctor-ratings/476953/Dr-Michael-Grendon-Chicago-IL.html,Dr. Michael Grendon,4,1,Internist / Geriatrician
"Used to love this doc, but his recent move has made it further away from me and his appointment times are becoming later and later. Still, if you're in the east 47t... Read more",ratemds.com/doctor-ratings/476795/Dr-Roberto+P.-Ramirez-Chicago-IL.html,Dr. Roberto P. Ramirez,4,1,Internist / Geriatrician
She is not timely but worth the wait! Very good with bedside manners and knowledge. Highly recommend her. Just call her office before leaving for appointment to s... Read more,ratemds.com/doctor-ratings/602513/Dr-Jane+M.-Vogelmann-Chicago-IL.html,Dr. Jane M. Vogelmann,4,1,Internist / Geriatrician
She is a good doctor to see. She knows what she is talking about and cares for her patients. The office is very prompt at getting back to you when necessary.,ratemds.com/doctor-ratings/202608/Dr-Annabelle+F.-Lim-CHICAGO-IL.html,Dr. Annabelle F. Lim,4,1,Internist / Geriatrician
He tries very hard to be helpful but sometimes he's such in a rush he misses things. He misdiagnosed my appendicitis and the next day my appendix burst. Overall he's... Read more,ratemds.com/doctor-ratings/129455/Dr-Syed-Shah-Chicago-IL.html,Dr. Syed Shah,4,1,Internist / Geriatrician
is very polite and caring.,ratemds.com/doctor-ratings/839384/Dr-Eric-Schaefer-Chicago-IL.html,Dr. Eric Schaefer,4,1,Internist / Geriatrician
"This is the best physcian I have ever been to. She cares about my health & everything going on in my life. She explains things to me before and after each exam, she ... Read more",ratemds.com/doctor-ratings/3017710/Dr-ELAINE-LIU-Chicago-IL.html,Dr. Elaine Liu,4,1,Internist / Geriatrician
"Dr. Ema has taken care of me, my mother, and my sister. He is well trusted and very thorough. I know that if i go to see him he will work hard to get to the bottom o... Read more",ratemds.com/doctor-ratings/188153/Dr-Linus-Ema-Chicago-IL.html,Dr. Linus Ema,4,1,Internist / Geriatrician
"Doctor is has good bedside manner, sympathetic, non judgmental. Spends time talking to you. Pleasant office and staff..",ratemds.com/doctor-ratings/602920/Dr-Narcisa-Surucci-Chicago-IL.html,Dr. Narcisa Surucci,4,1,Internist / Geriatrician
"very helpful with my needs. wait times sometimes gets long, but i suggest to wait for her instead of being handed off to other doctors in the group.",ratemds.com/doctor-ratings/480320/Dr-Judy-Law-Chicago-IL.html,Dr. Judy Law,4,1,Internist / Geriatrician
If I hadn't left him and gone to another doctor I'd be dead right now. He is that bad. He does not even include a CBC in an annual exam. If he feels like doing one y... Read more,ratemds.com/doctor-ratings/199592/Dr-Paul+Blair-Odland-Chicago-IL.html,Dr. Paul Blair Odland,2.4,5,Internist / Geriatrician
This doctor didnt keep his appointment and when they reschedule they boked 15 minutes appointments to fit everyone in and then didnt have time to do the physicla. N... Read more,ratemds.com/doctor-ratings/403830/Dr-Kenneth-Hayes-Chicago-IL.html,Dr. Kenneth Hayes,3,2,Internist / Geriatrician
"More interested in academic teaching, co-authoring publications and administrative matters than patient care. Stay away.",ratemds.com/doctor-ratings/473249/Dr-Nancy-Dolan-Chicago-IL.html,Dr. Nancy Dolan,3,2,Internist / Geriatrician
Highly unknowledgable. Gave me a very bad misdiagnosis and suggested antidepressants. Thank god I did not follow her instruction and searched for another doctor. ,ratemds.com/doctor-ratings/476298/Dr-Jennifer+L.-Lundgren-Chicago-IL.html,Dr. Jennifer L. Lundgren,3,2,Internist / Geriatrician
Dr. Shah Wanted to do a surgery that would have killed my husband. NO information provided about risk. NO previous experience in the area. Horrible Communication. If... Read more,ratemds.com/doctor-ratings/404380/Dr-Hiren-Shah-Chicago-IL.html,Dr. Hiren Shah,3,2,Internist / Geriatrician
Attentive. Cares. No wait time. Is more available communicate with to adjust scripts call pharmacy and communicate with other Healthcare professionals. Is personable... Read more,ratemds.com/doctor-ratings/3302288/Dr-BEZALEL-DANTZ-Chicago-IL.html,Dr. Bezalel Dantz,3,2,Internist / Geriatrician
"I am a thankful 3 year cancer survivor treated by Dr.Silvia Velinova.I was diagnosed in 2010 with NHL.Excellent doctor,very professional.",ratemds.com/doctor-ratings/3079635/Dr-SILVIYA+V.-VELINOVA-Chicago-IL.html,Dr. Silviya V. Velinova,3,2,Internist / Geriatrician
"Dr Roy was very nice for my mother, but put her on too many drugs causing broken hips and possibly psychological issues while she had dementia. Currently involved in... Read more",ratemds.com/doctor-ratings/479137/Dr-Shirley+A.-Roy-Chicago-IL.html,Dr. Shirley A. Roy,3.75,1,Internist / Geriatrician
I'd prefer to have more explicit information about my medical condition.,ratemds.com/doctor-ratings/479703/Dr-Marilyn+S.-Aden-Chicago-IL.html,Dr. Marilyn S. Aden,3.75,1,Internist / Geriatrician
"Condescending and narcissistic, prescribed medication for health issues patient did not have, as discovered after patient changed physicians. ",ratemds.com/doctor-ratings/205119/Dr-Upendra+C.-Shah-Chicago-IL.html,Dr. Upendra C. Shah,2.38,4,Internist / Geriatrician
"Dr. Benditzson has been my physician for more than 15 years. He is an excellent physician to work with, we are partners in my health care. He educates, does not or... Read more",ratemds.com/doctor-ratings/164551/Dr-David+J.-Benditzson-Chicago-IL.html,Dr. David J. Benditzson,2.88,2,Internist / Geriatrician
dr. kale is great. really improved the quality of my life. second favorite doctor ever. extremely approachable.,ratemds.com/doctor-ratings/163839/Dr-Scott+A.-Kale-Skokie-IL.html,Dr. Scott A. Kale,2.88,2,Internist / Geriatrician
never again!! treats patients like untouchable. it was a nightmare,ratemds.com/doctor-ratings/3561923/Dr-SRIKANTH-MARKAPURAM-CHICAGO-IL.html,Dr. Srikanth Markapuram,2.08,6,Internist / Geriatrician
"Hard to find fault as this was a great experience. For me, (and it was on me), really emphasize the direction of NO fruit, Veg, seeds, for at least a week prior to t... Read more",ratemds.com/doctor-ratings/3011530/Dr-DAKSESH+B.-PATEL-Chicago-IL.html,Dr. Daksesh B. Patel,2.31,4,Internist / Geriatrician
As a doctor she is pretty good and knowleadgeable. But she is late most of the time and have made me wait 3 hours the last time I saw her on 10.22.11. She also hav... Read more,ratemds.com/doctor-ratings/188950/Dr-Chandra+B.-Rathod-Chicago-IL.html,Dr. Chandra B. Rathod,2.5,3,Internist / Geriatrician
"I have found Dr. Evans to be quite knowledgeable, although occasionally he seems standoffish or uncomfortable doing certain things. I don't think he's ever been on ... Read more",ratemds.com/doctor-ratings/22169/Dr-Daniel-Evans-Chicago-IL.html,Dr. Daniel Evans,2.33,3,Internist / Geriatrician
"I have been a patient of his for several years. He is very knowledgeble, but did not feel that he connected with his pateints.",ratemds.com/doctor-ratings/125362/Dr-Michael+David-Baldinger-Chicago-IL.html,Dr. Michael David Baldinger,4,2,Internist / Geriatrician
"It's not often that I'm impressed with a doctor, but I was with Dr. Licht. She was the first doctor that I've ever gone to that went over my entire medical history,... Read more",ratemds.com/doctor-ratings/2490238/Dr-SHERRY+G.-LICHT-Chicago-IL.html,Dr. Sherry G. Licht,2.75,2,Internist / Geriatrician
"Dr Wood does not care about her patients, she is not in least bit patient-focused. She does not respond to emails or calls regarding follow-ups. This might be a sc... Read more",ratemds.com/doctor-ratings/404257/Dr-Dana-Wood-Chicago-IL.html,Dr. Dana Wood,2.42,3,Internist / Geriatrician
"The doctor was never on time with her appointment, 30 to 2 hours late and she never apologize for that. She is usually rushing when it's your turn to get examined an... Read more",ratemds.com/doctor-ratings/478901/Dr-Merlita+C.-CRUZAT-BLANCO-Chicago-IL.html,Dr. Merlita C. CRUZAT-BLANCO,2.18,6,Internist / Geriatrician
My experience with Dr Skul has been great. I had constant headaches and she ran some woodwork and determined it was my hormone inbalance. She doesn't push prescripti... Read more,ratemds.com/doctor-ratings/480641/Dr-Vesna+V.-Skul-Chicago-IL.html,Dr. Vesna V. Skul,2.63,2,Internist / Geriatrician
"I've had to find new healthcare after over 10 years with this doctor. In my opinion, his lackadaisical approach to my healthcare combined with the staffs inefficienc... Read more",ratemds.com/doctor-ratings/2486674/Dr-BRUCE-MASSEL-Lincolnwood-IL.html,Dr. Bruce Massel,2.63,2,Internist / Geriatrician
"Seemed cocky . Uncaring and in a rush . i would not recommend her to others , she made me feel like I was a waste of her time .",ratemds.com/doctor-ratings/3117968/Dr-DINA+M.-SPARANO-Chicago-IL.html,Dr. Dina M. Sparano,2.33,3,Internist / Geriatrician
